,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalFinishedBsmtSF,TotalFinishedBsmtSF_BsmtQual_Interaction,TotalFullBaths,TotalHalfBaths,HouseAge,YearsSinceRemodel,TotalPorchArea
1223,20,3,89.0,10680,1,0,3,3,1,2,2,NAmes,5,3,2,44.0,3,3,3,2,0.0,1.0,0,1380,2136,6,3,0,4,2136,0,0,2136,4,1,3,7,2.0,0,0,4.0,1951.0,1.0,2,528,3,3,2,0,0,3,0,0,10,2006,5.0,5,137900,756,2268,2,0,55,55,30
1224,60,3,60.0,15384,1,0,2,3,1,2,2,Gilbert,7,5,2,0.0,4,3,4,3,2.0,5.0,0,64,788,6,5,1,5,788,702,0,1490,3,1,4,8,5.0,1,4,5.0,2004.0,3.0,2,388,3,3,2,0,0,0,0,0,2,2008,5.0,5,184000,724,2896,3,1,4,3,175
1225,80,3,65.0,10482,1,0,3,3,1,2,2,NAmes,6,8,2,63.0,3,4,3,3,2.0,5.0,0,81,588,6,5,1,5,1138,0,0,1138,3,1,3,6,5.0,0,0,5.0,1958.0,2.0,1,264,3,3,2,0,0,1,0,0,6,2007,5.0,5,145000,507,1521,1,1,49,49,224
1226,60,3,86.0,14598,1,0,2,3,1,4,2,Somerst,6,5,3,74.0,4,3,4,3,1.0,0.0,0,894,894,6,5,1,5,894,1039,0,1933,4,1,4,9,5.0,1,4,3.0,2007.0,3.0,3,668,3,3,2,0,0,0,0,0,1,2008,5.0,5,214000,0,0,2,1,1,1,118
1227,20,3,72.0,8872,1,0,3,3,1,3,2,NAmes,5,8,2,300.0,3,3,3,3,0.0,4.0,0,317,912,6,5,1,5,912,0,0,912,2,1,4,5,5.0,0,0,4.0,1992.0,1.0,2,576,3,3,2,0,0,0,0,0,12,2008,5.0,5,147000,595,1785,2,0,43,0,240
1228,120,3,65.0,8769,1,0,3,3,1,3,2,NridgHt,9,5,2,766.0,5,3,5,3,0.0,5.0,0,162,1702,6,5,1,5,1702,0,0,1702,1,1,5,7,5.0,1,4,5.0,2008.0,3.0,3,1052,3,3,2,0,0,0,0,0,10,2008,4.0,0,367294,1540,7700,2,1,0,0,296
1229,80,3,70.0,7910,1,0,3,3,1,2,2,NAmes,5,5,2,0.0,3,3,3,3,0.0,4.0,0,409,1075,6,4,1,5,1507,0,0,1507,4,1,3,7,1.0,0,0,0.0,1960.0,1.0,1,404,3,3,2,0,0,2,0,0,8,2008,5.0,5,127000,666,1998,2,0,48,48,0
1230,90,3,71.0,18890,1,0,2,3,1,2,2,Sawyer,5,5,2,1.0,3,3,4,3,0.0,5.0,1,652,1361,6,5,1,5,1361,1259,0,2620,4,2,3,12,5.0,1,3,3.0,1977.0,2.0,2,600,3,3,0,0,0,0,5,3,8,2007,5.0,5,190000,709,2836,2,2,30,30,324
1231,90,3,70.0,7728,1,0,3,3,1,2,2,NAmes,5,6,2,120.0,3,3,3,3,2.0,4.0,0,303,1106,6,3,1,5,1190,0,0,1190,3,1,3,6,5.0,0,0,5.0,1962.0,1.0,2,540,3,3,2,0,0,2,0,0,5,2006,5.0,5,132500,803,2409,2,0,44,44,18
1232,90,3,70.0,9842,1,0,3,3,1,1,2,NAmes,4,5,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,3,1,5,1224,0,0,1224,2,2,3,6,5.0,0,0,1.0,1962.0,1.0,2,462,3,3,2,0,0,0,0,0,3,2007,5.0,5,101800,0,0,2,0,45,45,0
1233,20,3,73.0,12160,1,0,2,3,1,2,2,NAmes,5,5,2,180.0,3,3,3,3,0.0,2.0,0,188,1188,6,2,1,5,1188,0,0,1188,3,1,3,6,5.0,0,0,5.0,1959.0,2.0,2,531,3,3,2,0,0,3,0,0,5,2010,3.0,4,142000,1000,3000,2,0,51,51,0
1234,70,1,55.0,8525,1,0,3,1,1,2,2,SWISU,5,6,2,0.0,3,3,3,3,2.0,0.0,0,940,940,6,3,0,4,1024,940,0,1964,4,1,3,7,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,2008,5.0,4,130000,0,0,1,1,97,58,192
1235,70,3,96.0,13132,1,0,3,3,1,2,2,Crawfor,5,5,2,0.0,3,3,4,3,1.0,0.0,0,747,747,6,4,1,3,892,892,0,1784,4,1,3,9,5.0,0,0,4.0,1914.0,1.0,1,180,2,2,0,0,0,0,0,0,7,2006,5.0,5,138887,0,0,1,1,92,56,243
1236,160,3,36.0,2628,1,0,3,3,1,2,2,NridgHt,7,5,3,106.0,4,3,4,3,0.0,0.0,0,764,764,6,5,1,5,764,862,0,1626,2,1,4,6,5.0,0,0,3.0,2003.0,2.0,2,474,3,3,2,0,0,0,0,0,6,2010,5.0,5,175500,0,0,2,1,7,7,27
1237,60,3,41.0,12393,1,0,1,3,1,1,2,CollgCr,7,5,2,0.0,4,3,4,3,0.0,0.0,0,847,847,6,5,1,5,847,1101,0,1948,4,1,4,8,5.0,1,4,3.0,2004.0,3.0,2,434,3,3,2,0,0,0,0,0,9,2006,5.0,5,195000,0,0,2,1,2,1,148
1238,20,3,63.0,13072,1,0,3,3,1,2,2,SawyerW,6,5,2,0.0,4,3,4,3,0.0,0.0,0,1141,1141,6,5,1,5,1141,0,0,1141,3,1,3,6,5.0,0,0,4.0,2005.0,1.0,2,484,3,3,2,0,0,0,0,0,3,2006,5.0,4,142500,0,0,1,1,1,1,0
1239,20,3,64.0,9037,1,0,2,2,1,2,2,Timber,8,5,2,32.0,4,3,4,3,2.0,5.0,0,1048,1476,6,5,1,5,1484,0,0,1484,2,1,5,6,5.0,1,4,5.0,2006.0,2.0,2,472,3,3,2,0,0,0,0,0,12,2007,5.0,5,265900,428,1712,2,0,1,1,153
1240,60,3,65.0,8158,1,0,3,3,1,2,2,CollgCr,7,5,2,252.0,4,3,4,3,0.0,5.0,0,334,884,6,5,1,5,884,884,0,1768,3,1,4,8,5.0,0,0,5.0,2003.0,2.0,2,543,3,3,2,0,0,0,0,0,7,2008,5.0,5,224900,550,2200,3,1,5,5,63
1241,20,3,83.0,9849,1,0,3,3,1,2,2,Somerst,7,6,3,0.0,4,3,4,3,2.0,0.0,0,1689,1689,6,5,1,5,1689,0,0,1689,3,1,4,7,5.0,0,0,5.0,2007.0,2.0,3,954,3,3,2,0,0,0,0,0,6,2007,4.0,0,248328,0,0,2,0,0,0,56
1242,85,3,85.0,10625,1,0,3,3,1,2,2,NWAmes,7,6,2,81.0,3,3,4,3,3.0,5.0,2,0,1053,6,3,1,5,1173,0,0,1173,3,1,4,6,5.0,2,3,5.0,1974.0,2.0,2,528,3,3,2,0,0,3,0,0,1,2010,5.0,1,170000,1053,4212,3,0,36,36,120
1243,20,3,107.0,13891,1,0,3,3,1,2,2,NridgHt,10,5,2,0.0,5,3,5,4,3.0,5.0,0,690,2076,6,5,1,5,2076,0,0,2076,2,1,5,7,5.0,1,4,5.0,2006.0,3.0,3,850,3,3,2,0,0,0,0,0,9,2006,4.0,0,465000,1386,6930,3,1,0,0,445
1244,70,3,74.0,11435,1,0,2,2,1,3,1,Crawfor,8,7,2,0.0,3,3,4,3,0.0,0.0,0,792,792,6,2,1,5,792,725,0,1517,3,1,4,7,5.0,2,4,4.0,1931.0,1.0,2,400,3,3,2,0,0,0,0,0,6,2006,5.0,5,230000,0,0,1,0,77,56,0
1245,80,3,78.0,12090,1,0,3,3,1,2,2,NWAmes,6,7,2,74.0,3,3,4,3,0.0,0.0,0,585,585,6,5,1,5,1140,728,0,1868,3,1,3,7,5.0,1,3,3.0,1984.0,3.0,2,477,3,3,2,0,0,0,0,0,1,2007,5.0,4,178000,0,0,3,1,23,4,527
1246,60,4,65.0,8125,1,0,3,3,1,2,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,0.0,0,756,756,6,5,1,5,756,797,0,1553,3,1,4,6,5.0,0,0,5.0,2005.0,2.0,2,615,3,3,2,0,0,0,0,0,3,2006,4.0,0,186500,0,0,2,1,1,0,45
1247,80,3,73.0,12328,1,0,2,3,1,2,2,Mitchel,6,5,2,335.0,3,3,3,3,2.0,5.0,0,473,1012,6,3,1,5,1034,0,0,1034,3,1,3,6,5.0,0,0,5.0,1976.0,1.0,3,888,3,3,2,0,0,0,0,0,5,2010,5.0,5,169900,539,1617,2,0,34,34,0
1248,75,2,60.0,9600,1,1,3,3,1,2,2,OldTown,6,5,2,0.0,3,3,4,3,0.0,2.0,0,416,735,2,2,0,5,1134,924,0,2058,3,1,3,8,5.0,1,4,4.0,1950.0,1.0,2,396,2,2,1,0,0,0,0,0,4,2008,5.0,5,129500,319,1276,1,1,91,58,259
1249,20,3,60.0,7200,1,0,3,3,1,2,2,NAmes,5,7,2,0.0,3,3,3,3,0.0,3.0,1,246,876,6,3,1,5,988,0,0,988,3,1,3,6,5.0,0,0,5.0,1950.0,1.0,1,276,3,3,2,0,0,0,0,0,5,2007,5.0,5,119000,630,1890,1,0,57,57,80
1250,20,3,93.0,11160,1,0,3,3,1,3,2,NAmes,7,5,2,0.0,4,3,3,3,0.0,4.0,0,1045,2110,6,5,1,5,2110,0,0,2110,3,1,5,8,5.0,2,3,5.0,1968.0,3.0,2,522,3,3,2,0,0,0,0,0,4,2010,5.0,5,244000,1065,3195,3,1,42,42,0
1251,120,3,88.5,3136,1,0,2,3,1,3,2,NridgHt,7,5,3,163.0,4,3,4,3,0.0,0.0,0,1405,1405,6,5,1,5,1405,0,0,1405,2,1,4,6,5.0,1,4,5.0,2003.0,2.0,2,478,3,3,2,0,0,0,0,0,3,2006,5.0,5,171750,0,0,2,0,3,3,184
1252,20,3,62.0,9858,1,0,3,3,1,2,2,Mitchel,5,6,2,0.0,3,3,3,3,0.0,3.0,0,354,864,6,3,1,5,874,0,0,874,3,1,3,5,5.0,0,0,5.0,1968.0,2.0,1,288,3,3,2,0,0,2,1,1,11,2009,5.0,5,130000,510,1530,2,0,41,41,33
1253,60,3,68.0,17542,1,0,2,3,1,2,2,Veenker,7,7,2,0.0,4,3,3,3,3.0,1.0,4,36,1192,6,3,1,5,1516,651,0,2167,3,1,4,9,5.0,2,4,5.0,1974.0,2.0,2,518,3,3,2,0,0,3,0,0,7,2007,5.0,5,294000,1156,3468,3,1,33,4,267
1254,60,3,60.0,6931,1,0,3,3,1,2,2,Edwards,7,5,3,92.0,4,3,4,3,0.0,0.0,0,746,746,6,5,1,5,760,896,0,1656,3,1,4,7,5.0,1,4,3.0,2003.0,3.0,2,397,3,3,2,0,0,0,0,0,7,2008,5.0,5,165400,0,0,2,1,5,4,306
1255,50,2,52.0,6240,1,0,3,3,1,2,2,BrkSide,6,6,2,0.0,3,3,3,2,0.0,1.0,0,459,884,6,3,1,4,959,408,0,1367,3,1,3,6,5.0,1,4,4.0,1978.0,1.0,1,560,3,3,2,0,0,0,0,0,11,2007,5.0,5,127500,425,1275,1,0,76,57,120
1256,20,3,91.0,14303,1,0,2,3,1,3,2,NoRidge,8,5,2,554.0,4,3,4,3,3.0,5.0,0,672,1986,6,5,1,5,1987,0,0,1987,2,1,4,7,5.0,1,3,5.0,1994.0,3.0,2,691,3,3,2,0,0,0,0,0,8,2008,5.0,5,301500,1314,5256,3,0,14,14,298
1257,30,3,56.0,4060,1,0,3,3,1,3,2,Edwards,5,8,2,0.0,3,3,2,3,0.0,0.0,0,864,864,6,5,1,5,864,0,0,864,2,1,3,4,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,7,2009,5.0,5,99900,0,0,1,0,87,59,96
1258,80,3,59.0,9587,1,0,2,3,1,2,2,Gilbert,7,5,3,182.0,4,3,4,3,3.0,5.0,0,201,856,6,5,1,5,1166,0,0,1166,2,1,4,5,5.0,0,0,5.0,2005.0,3.0,2,400,3,3,2,0,0,0,0,0,7,2008,5.0,5,190000,655,2620,3,0,3,3,212
1259,20,3,65.0,9750,1,0,3,3,1,1,2,NAmes,6,8,2,0.0,3,3,4,3,0.0,4.0,2,14,1054,6,4,1,5,1054,0,0,1054,3,1,3,6,5.0,0,0,5.0,1969.0,1.0,2,460,3,3,2,0,0,0,0,0,7,2008,5.0,5,151000,1040,4160,2,1,39,39,260
1260,60,3,65.0,24682,1,0,0,3,1,4,2,Gilbert,6,5,2,0.0,3,3,4,3,0.0,0.0,0,841,841,6,5,1,5,892,783,0,1675,3,1,3,7,5.0,1,3,3.0,1999.0,3.0,2,502,3,3,2,0,0,0,0,0,6,2009,5.0,5,181000,0,0,2,1,10,10,103
1261,20,3,80.0,9600,1,0,3,3,1,2,2,NAmes,5,6,2,0.0,3,3,3,3,0.0,2.0,0,546,1050,6,4,1,5,1050,0,0,1050,2,1,3,5,5.0,0,0,5.0,1956.0,1.0,1,338,3,3,2,0,0,0,0,0,6,2009,5.0,5,128900,504,1512,1,0,53,53,0
1262,50,3,80.0,11250,1,0,3,3,1,2,2,ClearCr,4,5,2,0.0,3,3,3,3,2.0,0.0,0,1104,1104,6,5,1,4,1104,684,0,1788,5,1,3,8,3.0,2,3,5.0,1957.0,1.0,1,304,3,3,2,0,0,0,0,0,11,2009,5.0,5,161500,0,0,2,0,52,20,120
1263,70,3,60.0,13515,1,2,3,3,1,2,2,BrkSide,6,6,2,0.0,3,3,3,3,0.0,0.0,0,764,764,6,5,1,4,1060,764,0,1824,3,1,3,8,5.0,1,4,4.0,1940.0,1.0,2,520,3,3,0,0,0,4,0,0,7,2007,5.0,5,180500,0,0,1,0,88,57,126
1264,120,1,34.0,4060,1,0,3,3,1,2,2,NAmes,6,5,2,0.0,4,3,4,3,0.0,5.0,0,1139,1405,6,5,1,5,1337,0,0,1337,2,1,4,5,5.0,0,0,5.0,1998.0,3.0,2,511,3,3,2,0,0,0,0,0,8,2008,3.0,4,181000,266,1064,3,0,10,9,212
1265,160,4,35.0,3735,1,0,3,3,1,0,2,Somerst,7,5,2,218.0,4,3,4,3,0.0,5.0,0,241,691,6,5,1,5,713,739,0,1452,3,1,4,6,5.0,0,0,4.0,1999.0,1.0,2,506,3,3,2,0,0,0,0,0,3,2006,5.0,5,183900,450,1800,3,1,7,7,34
1266,190,2,60.0,10120,1,0,2,1,1,2,2,OldTown,7,4,2,0.0,2,3,3,3,0.0,0.0,0,925,925,6,3,0,3,964,925,0,1889,4,2,3,9,5.0,1,4,4.0,1960.0,1.0,1,308,3,3,0,0,0,3,0,0,1,2007,5.0,5,122000,0,0,1,1,97,57,264
1267,20,3,89.0,13214,1,0,2,2,1,2,2,Timber,9,5,2,0.0,5,3,5,3,3.0,0.0,0,2002,2002,6,5,1,5,2018,0,0,2018,3,1,5,10,5.0,1,4,5.0,2009.0,3.0,3,746,3,3,2,0,0,0,0,0,5,2010,5.0,5,378500,0,0,2,0,2,1,220
1268,50,3,74.0,14100,1,0,2,3,1,2,1,Crawfor,8,9,2,632.0,3,4,3,3,1.0,2.0,0,536,728,6,5,1,5,1968,1479,0,3447,4,1,4,11,5.0,2,4,3.0,1982.0,1.0,3,1014,3,3,2,0,0,2,0,0,5,2008,5.0,5,381000,192,576,3,1,73,11,326
1269,50,3,78.0,11344,1,0,3,3,1,2,2,NAmes,5,5,2,180.0,3,3,3,3,0.0,3.0,0,414,874,5,3,1,4,874,650,0,1524,3,1,3,7,5.0,0,0,5.0,1958.0,1.0,1,315,3,3,2,0,0,2,0,0,7,2007,5.0,5,144000,460,1380,1,1,49,49,0
1270,40,3,80.0,23595,1,0,3,0,1,2,0,ClearCr,7,6,2,0.0,4,3,4,3,3.0,5.0,0,74,1332,6,3,1,5,1332,192,0,1524,0,1,4,4,5.0,1,3,5.0,1979.0,3.0,2,586,3,3,2,0,0,0,0,0,4,2010,5.0,5,260000,1258,5032,2,1,31,31,268
1271,20,3,80.0,9156,1,0,2,3,1,2,2,NWAmes,6,7,2,0.0,3,3,3,3,0.0,0.0,0,1489,1489,6,4,1,5,1489,0,0,1489,3,1,4,7,5.0,1,4,5.0,1968.0,2.0,2,462,3,3,2,0,0,0,0,0,8,2009,5.0,5,185750,0,0,2,0,41,41,0
1272,20,3,71.0,13526,1,0,2,3,1,4,2,Sawyer,5,6,2,114.0,3,3,3,3,0.0,3.0,2,0,935,6,3,1,5,935,0,0,935,3,1,3,5,5.0,0,0,5.0,1965.0,1.0,1,288,3,3,2,0,0,3,0,0,11,2006,5.0,5,137000,935,2805,2,0,41,41,180
1273,80,3,124.0,11512,1,0,2,3,1,3,2,Edwards,6,7,2,84.0,3,3,3,3,2.0,4.0,0,300,1019,6,4,1,5,1357,0,0,1357,2,1,5,5,5.0,1,4,0.0,1959.0,2.0,1,312,3,3,2,0,0,4,0,0,5,2008,5.0,5,177000,719,2157,2,0,49,2,163
1274,50,3,53.0,5362,1,0,3,3,1,3,2,Crawfor,5,6,2,0.0,3,3,3,3,0.0,0.0,0,661,661,6,5,1,5,661,589,0,1250,3,1,3,8,5.0,1,4,4.0,1985.0,1.0,2,552,3,3,2,0,0,0,0,0,11,2007,5.0,5,139000,0,0,2,0,97,4,323
1275,90,3,95.0,11345,1,0,3,3,1,3,2,NAmes,5,5,3,567.0,3,3,3,3,0.0,2.0,0,708,928,6,4,1,4,928,992,0,1920,4,2,3,10,5.0,0,0,4.0,1948.0,1.0,2,400,3,2,2,0,0,0,0,0,7,2007,5.0,5,137000,220,660,2,0,59,57,0
1276,60,3,80.0,12936,1,0,2,3,1,4,2,NWAmes,6,6,2,0.0,3,3,3,4,0.0,3.0,0,130,723,6,3,1,5,735,660,0,1395,3,1,3,6,5.0,1,3,5.0,1972.0,1.0,2,497,3,3,2,0,0,0,0,0,12,2009,5.0,5,162000,593,1779,1,2,37,37,410
1277,80,3,80.0,17871,1,0,2,3,1,4,2,NWAmes,6,5,2,359.0,3,3,4,3,2.0,4.0,0,1152,1680,6,2,1,5,1724,0,0,1724,3,1,3,7,5.0,1,4,5.0,1967.0,2.0,2,480,3,3,2,0,0,0,0,0,6,2009,5.0,5,197900,528,2112,2,1,42,33,0
1278,60,3,75.0,9473,1,0,3,3,1,2,2,CollgCr,8,5,2,0.0,4,3,4,3,0.0,5.0,0,324,1128,6,5,1,5,1128,903,0,2031,3,1,4,7,5.0,1,4,5.0,2002.0,2.0,2,577,3,3,2,0,0,0,0,0,3,2008,5.0,5,237000,804,3216,3,1,6,6,211
1279,50,0,60.0,7500,1,0,3,3,1,2,2,IDOTRR,4,4,2,0.0,3,4,3,3,0.0,0.0,0,698,698,6,3,1,4,698,430,0,1128,2,1,3,6,5.0,0,0,4.0,1980.0,2.0,2,528,3,3,2,0,0,0,0,0,4,2010,3.0,4,68400,0,0,1,0,90,60,194
1280,20,3,67.0,9808,1,0,2,3,1,2,2,CollgCr,7,5,2,110.0,4,3,4,3,0.0,5.0,0,785,1573,6,5,1,5,1573,0,0,1573,3,1,4,6,5.0,0,0,5.0,2002.0,2.0,2,544,3,3,2,0,0,0,0,0,3,2009,5.0,5,227000,788,3152,3,0,7,7,72
1281,20,3,50.0,8049,1,0,2,3,1,4,2,Timber,7,5,2,54.0,3,3,4,3,0.0,4.0,0,256,1309,6,3,1,5,1339,0,0,1339,2,1,3,6,5.0,1,3,5.0,1990.0,3.0,2,484,4,4,2,0,0,0,0,0,7,2006,5.0,5,180000,1053,4212,3,0,16,16,148
1282,20,3,61.0,8800,1,0,2,3,1,2,2,CollgCr,5,7,2,0.0,3,3,4,3,1.0,1.0,1,364,1040,6,3,1,5,1040,0,0,1040,3,1,4,5,5.0,0,0,4.0,1977.0,1.0,2,484,3,3,2,0,0,0,0,0,9,2009,5.0,5,150500,676,2704,2,0,32,1,288
1283,90,3,94.0,9400,1,0,3,0,1,3,2,Mitchel,6,5,2,0.0,3,3,3,3,2.0,0.0,0,912,912,6,3,1,5,912,912,0,1824,4,2,3,8,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,4,2010,5.0,5,139000,0,0,2,2,39,39,128
1284,50,3,50.0,9638,1,0,3,3,1,2,2,SWISU,6,7,2,0.0,3,3,3,3,0.0,0.0,0,804,804,6,5,1,5,1699,748,0,2447,4,1,4,10,3.0,1,4,4.0,1969.0,1.0,1,336,3,3,2,0,0,0,0,0,3,2010,5.0,5,169000,0,0,2,0,91,20,430
1285,50,2,50.0,6000,1,0,3,3,1,2,2,BrkSide,6,6,2,0.0,3,2,3,3,0.0,0.0,0,780,780,6,5,1,3,825,587,0,1412,4,1,3,6,5.0,1,4,4.0,1939.0,1.0,1,280,3,3,2,0,0,0,0,0,5,2009,5.0,5,132500,0,0,1,0,70,59,45
1286,20,3,80.0,9790,1,0,3,3,1,2,2,NWAmes,6,5,2,451.0,3,3,3,3,0.0,4.0,1,678,1328,6,3,1,5,1328,0,0,1328,3,1,3,6,5.0,2,4,5.0,1963.0,1.0,2,528,3,3,2,0,0,0,0,0,6,2010,5.0,5,143000,650,1950,2,1,47,47,26
1287,20,3,80.0,36500,1,0,2,0,1,2,1,ClearCr,5,5,1,621.0,3,4,3,3,2.0,2.0,0,812,1624,6,2,1,5,1582,0,0,1582,4,1,3,7,5.0,0,0,5.0,1964.0,1.0,2,390,3,3,0,0,0,0,0,0,6,2006,5.0,5,190000,812,2436,2,1,42,42,366
1288,120,3,40.0,5664,1,0,2,3,1,2,2,StoneBr,8,5,2,0.0,4,3,4,3,0.0,5.0,0,343,1501,6,5,1,5,1659,0,0,1659,2,1,5,5,5.0,1,5,5.0,2000.0,3.0,2,499,3,3,2,0,0,0,0,0,10,2009,5.0,5,278000,1158,4632,3,0,9,9,271
1289,60,3,86.0,11065,1,0,2,3,1,2,2,NridgHt,8,5,3,788.0,4,3,4,3,1.0,0.0,0,1085,1085,6,5,1,5,1120,850,0,1970,3,1,5,8,5.0,1,4,3.0,2006.0,3.0,3,753,3,3,2,0,0,0,0,0,10,2006,4.0,0,281000,0,0,2,1,0,0,251
1290,80,3,73.0,14112,1,0,2,3,1,3,2,NAmes,5,7,2,86.0,3,3,3,3,2.0,5.0,0,138,1152,6,3,1,5,1152,0,0,1152,3,1,3,6,5.0,1,4,5.0,1964.0,2.0,2,484,3,3,2,0,0,0,0,0,4,2010,5.0,5,180500,1014,3042,2,0,46,46,227
1291,160,2,21.0,1680,1,0,3,3,1,2,2,BrDale,5,7,2,268.0,3,3,3,3,0.0,4.0,0,399,630,6,3,1,5,630,672,0,1302,3,1,3,6,5.0,0,0,4.0,1972.0,1.0,1,264,3,3,2,0,0,0,0,0,2,2009,5.0,5,119500,231,693,2,1,37,37,185
1292,70,2,60.0,6600,1,0,3,3,1,3,2,OldTown,5,4,2,0.0,3,3,3,3,0.0,0.0,0,994,994,6,3,0,5,1378,994,0,2372,4,2,3,11,3.0,0,0,5.0,1985.0,2.0,1,432,3,3,2,0,0,0,0,0,12,2009,5.0,5,107500,0,0,2,0,117,44,287
1293,60,3,78.0,10140,1,0,3,3,1,2,2,NWAmes,7,5,2,0.0,3,3,4,3,0.0,5.0,0,638,832,6,3,1,5,832,832,0,1664,4,1,3,8,5.0,1,3,5.0,1976.0,2.0,2,528,3,3,2,0,0,2,0,0,3,2006,5.0,5,162900,194,776,2,1,30,30,287
1294,20,3,60.0,8172,1,0,3,3,1,2,2,Edwards,5,7,2,0.0,3,3,3,3,0.0,2.0,0,697,864,6,3,1,5,864,0,0,864,2,1,3,5,5.0,0,0,4.0,1957.0,1.0,2,572,3,3,0,0,0,0,0,0,4,2006,5.0,5,115000,167,501,2,0,51,16,0
1295,20,3,70.0,8400,1,0,3,3,1,2,2,NAmes,5,5,2,168.0,3,3,3,3,2.0,3.0,0,36,1052,6,4,1,5,1052,0,0,1052,3,1,3,5,5.0,0,0,5.0,1968.0,2.0,1,288,3,3,2,0,0,2,0,0,11,2006,5.0,5,138500,1016,3048,2,1,38,38,356
1296,20,3,80.0,8700,1,0,3,3,1,2,2,NAmes,5,6,2,148.0,3,4,3,3,1.0,4.0,0,344,1120,6,4,1,5,1128,0,0,1128,3,1,3,6,5.0,0,0,5.0,1963.0,2.0,2,525,3,3,2,0,0,3,0,0,12,2008,5.0,5,155000,776,2328,3,0,45,45,335
1297,180,2,35.0,3675,1,0,3,3,1,2,2,Edwards,6,5,2,82.0,3,3,4,3,3.0,5.0,0,0,547,6,4,1,5,1072,0,0,1072,2,1,3,5,5.0,0,0,0.0,2005.0,3.0,2,525,3,3,2,0,0,0,0,0,6,2006,4.0,0,140000,547,2188,3,0,1,0,44
1298,60,3,313.0,63887,1,0,0,1,1,3,2,Edwards,10,5,3,796.0,5,3,5,3,3.0,5.0,0,466,6110,6,5,1,5,4692,950,0,5642,3,1,5,12,5.0,3,4,5.0,2008.0,3.0,2,1418,3,3,2,480,4,0,0,0,1,2008,4.0,0,160000,5644,28220,4,1,0,0,506
1299,20,3,75.0,7500,1,0,3,3,1,2,2,NAmes,5,7,2,0.0,3,3,3,3,0.0,1.0,1,0,1246,6,5,1,5,1246,0,0,1246,3,1,4,6,5.0,0,0,5.0,1959.0,2.0,1,305,3,3,2,0,0,4,0,0,5,2010,5.0,5,154000,1246,3738,2,1,51,16,218
1300,60,3,65.0,10762,1,0,2,3,1,4,2,Gilbert,7,5,2,344.0,4,3,4,3,0.0,5.0,0,284,978,6,5,1,5,1005,978,0,1983,3,1,4,9,5.0,1,3,5.0,1999.0,3.0,2,490,3,3,2,0,0,0,0,0,5,2009,5.0,5,225000,694,2776,2,1,10,10,0
1301,70,3,74.0,7500,1,0,2,1,1,2,2,Crawfor,6,7,2,0.0,3,3,3,3,0.0,3.0,0,224,771,6,2,1,5,753,741,0,1494,3,1,4,7,5.0,2,4,5.0,1942.0,1.0,1,213,3,3,1,0,0,0,0,0,11,2009,5.0,5,177500,547,1641,1,0,67,59,224
1302,60,3,92.0,10120,1,0,3,3,1,2,2,NoRidge,8,5,2,391.0,4,3,4,3,0.0,5.0,0,425,1165,6,5,1,5,1203,1323,0,2526,4,1,4,8,5.0,1,3,5.0,1994.0,2.0,3,844,3,3,2,0,0,0,0,0,12,2006,5.0,5,290000,740,2960,3,1,12,12,387
1303,20,3,73.0,8688,1,0,3,3,1,2,2,Somerst,7,5,2,228.0,4,3,4,3,2.0,0.0,0,1616,1616,6,5,1,5,1616,0,0,1616,3,1,4,7,5.0,0,0,5.0,2005.0,2.0,3,834,3,3,2,0,0,0,0,0,4,2006,5.0,5,232000,0,0,2,0,1,1,267
1304,160,2,32.0,3363,1,0,3,3,1,2,2,Edwards,7,5,3,117.0,4,3,4,3,0.0,0.0,0,976,976,6,5,1,5,976,732,0,1708,3,1,4,7,1.0,0,0,4.0,2004.0,1.0,2,380,3,3,2,0,0,0,0,0,4,2006,5.0,5,130000,0,0,2,0,2,2,40
1305,20,3,108.0,13173,1,0,2,3,1,3,2,NridgHt,9,5,3,300.0,4,3,5,3,0.0,5.0,0,80,1652,6,5,1,5,1652,0,0,1652,2,1,5,6,5.0,2,5,5.0,2006.0,3.0,2,840,3,3,2,0,0,0,0,0,11,2009,5.0,5,325000,1572,7860,3,0,3,2,506
